JSM,ENDERECO,BAIRRO,CEP,TELEFONE,MUNICIPIO_JSM,UF_JSM
"27/188 - BOM LUGAR","RUA MANOEL SEVERO, S/N","CENTRO","65704000","99 984142977","BOM LUGAR","MA"
"27/193 - JENIPAPO DOS VIEIRAS","RUA JULIO VIEIRA","CENTRO",,"99984262263","JENIPAPO DOS VIEIRAS","MA"
"99/169 - GUIANA FRANCESA - CONSULADO EM SAINT GEORGES DE LOYAPOCK",,,,,"EXTERIOR","KK"
"99/171 - CAZAQUISTAO - EMBAIXADA EM ASTANA",,,,,"EXTERIOR","KK"
"99/172 - AZERBAIJAO - EMBAIXADA EM BAKU",,,,,"EXTERIOR","KK"
"99/173 - SAO CRISTOVAO E NEVIS - EMBAIXADA EM BASSETERRE",,,,,"EXTERIOR","KK"
"99/174 - CONGO - EMBAIXADA EM BRAZZAVILLE",,,,,"EXTERIOR","KK"
"99/175 - AFEGANISTAO - EMBAIXADA EM CABUL","INFORME O ENDEREÇO","INFORME O BAIRRO",,,"EXTERIOR","KK"
"99/176 - SUDAO - EMBAIXADA EM CARTUM",,,,,"EXTERIOR","KK"
"99/177 - SANTA LUCIA - EMBAIXADA EM CASTRIES",,,,,"EXTERIOR","KK"
"99/178 - GUINE - EMBAIXADA EM CONACRI",,,,,"EXTERIOR","KK"
"99/179 - BENIN - EMBAIXADA EM COTONOU",,,,,"EXTERIOR","KK"
"99/180 - BANGLADESH - EMBAIXADA EM DACA",,,,,"EXTERIOR","KK"
"99/181 - SERRA LEOA - EMBAIXADA EM FREETOWN",,,,,"EXTERIOR","KK"
"99/182 - BOTSUANA - EMBAIXADA EM GABORONE",,,,,"EXTERIOR","KK"
"99/183 - ARMENIA - EMBAIXADA EM IEREVAN",,,,,"EXTERIOR","KK"
"99/184 - NEPAL - EMBAIXADA EM KATMANDU",,,,,"EXTERIOR","KK"
"99/185 - SAO VICENTE E GRANADINAS - EMBAIXADA EM KINGSTOWN",,,,,"EXTERIOR","KK"
"99/186 - MALAUI - EMBAIXADA EM LILONGUE",,,,,"EXTERIOR","KK"
"99/188 - TOGO - EMBAIXADA EM LOME",,,,,"EXTERIOR","KK"
"99/189 - ZAMBIA - EMBAIXADA EM LUSACA",,,,,"EXTERIOR","KK"
"99/190 - GUINE EQUATORIAL - EMBAIXADA EM MALABO",,,,,"EXTERIOR","KK"
"99/191 - BELARUS - EMBAIXADA EM MINSK",,,,,"EXTERIOR","KK"
"99/192 - LIBERIA - EMBAIXADA EM MONROVIA",,,,,"EXTERIOR","KK"
"99/194 - CHIPRE - EMBAIXADA EM NICOSIA","ACHAION 14","AYIOS ANDREAS","1101","35722592300","EXTERIOR","KK"
"99/195 - MAURITANIA - EMBAIXADA EM NOUACKCHOTT",,,,,"EXTERIOR","KK"
"99/196 - COREIA DO NORTE - EMBAIXADA EM PYONGYANG",,,,,"EXTERIOR","KK"
"99/197 - DOMINICA - EMBAIXADA EM ROSEAU",,,,,"EXTERIOR","KK"
"99/198 - GRANADA - EMBAIXADA EM SAINT GEORGES",,,,,"EXTERIOR","KK"
"99/199 - ANTIGUA E BARBUDA - EMBAIXADA EM SAINT JOHNS",,,,,"EXTERIOR","KK"
"99/200 - BOSNIA E HERZEGOVINA - EMBAIXADA EM SARAJEVO",,,,,"EXTERIOR","KK"
"99/201 - ESTONIA - EMBAIXADA EM TALIN",,,,,"EXTERIOR","KK"
"99/202 - GEORGIA - EMBAIXADA EM TBILISI",,,,,"EXTERIOR","KK"
"99/203 - ALBANIA - EMBAIXADA EM TIRANA",,,,,"EXTERIOR","KK"
"99/204 - BURKINA FASO - EMBAIXADA EM UAGADUGU",,,,,"EXTERIOR","KK"
"99/205 - MYANMAR - EMBAIXADA EM YANGON",,,,,"EXTERIOR","KK"
"99/206 - CROACIA - EMBAIXADA EM ZAGREB",,,,,"EXTERIOR","KK"
"99/208 - GUIANA - VICECONSULADO EM LETHEM",,,,,"EXTERIOR","KK"
"26/101 - SAO JOAO DO PIAUI","TRAV PEDRO BORGES, 345","CENTRO","64760000","94145423","SAO JOAO DO PIAUI","PI"
"12/145 - PIRAPETINGA","PÇA.DIRCEU DE OLIVEIRA MARTINS,Nº01","CENTRO","36730000","(32) 34653123","PIRAPETINGA","MG"
"12/83 - IBERTIOGA","RUA EVARISTO DE CARVALHO, 56","CENTRO",,"33471209","IBERTIOGA","MG"
"2/70 - CARDOSO MOREIRA","RUA CORONEL SALGUEIRO, Nr 14","CENTRO","28180000","22 998051371","CARDOSO MOREIRA","RJ"
"99/27 - AUSTRALIA - EMBAIXADA EM CAMBERRA","19 FORSTER CRESCENT","YARRALUMLA",,,"EXTERIOR","KK"
"99/16 - ALEMANHA - EMBAIXADA EM BERLIM","WALLSTR. 57","BERLIM",,"+493072628700","EXTERIOR","KK"
"99/96 - FRANCA - CONSULADO EM PARIS","65 AVENUE FRANKLIN DELANO ROOSEVELT ","PARIS","75008","0066145618585","EXTERIOR","KK"
"11/69 - COUTO MAGALHAES DE MINAS","RUA ANTÔNIO DE FREITAS, Nº 56","CENTRO","39188000","35331277","COUTO DE MAGALHAES DE MINAS","MG"
"6/43 - ECHAPORA","RUA BRASIL, 149 A","CENTRO",,"1833561368","ECHAPORA","SP"
"99/12 - ESPANHA - CONSULADO EM BARCELONA","AV. DIAGONAL, 468","BARCELONA / BARCELONA CEP: 08006",,"93 488 22 88 ","EXTERIOR","KK"
"15/101 - JAGUAPITA","AV MINAS GERAIS, 220 - Jaguapitã-Pr. CEP 86610.000","CENTRO",,"43 32721122","JAGUAPITA","PR"
"15/188 - JATAIZINHO","AV PRESIDENTE VARGAS, 494","CENTRO",,"32591316","JATAIZINHO","PR"
"15/189 - RANCHO ALEGRE","AV BRASIL, 256 - RANCHO ALEGRE, PR, CEP:86290-000","CENTRO",,"(43)35401311","RANCHO ALEGRE","PR"
"15/380 - TAMARANA","RUA EVARISTO CAMARGO, 245","CENTRO",,"4333981978","TAMARANA","PR"
"15/381 - PRADO FERREIRA","RUA, SÃO PAULO,191 , PRADO FERREIRA-PR, CEP 86618000","CENTRO",,"43 32441143 43 99931-9536","PRADO FERREIRA","PR"
"17/5 - ITANAGRA","PRAÇA EURICO DE FREITAS, 466","CENTRO","48290000","75-99904-0295","ITANAGRA","BA"
"17/8 - POJUCA","RUA J.J. SEABRA, S/N. AO LADO DA PREVIDÊNCIA SOCIAL.","CENTRO",,"(71) 3645-1775 Ramal 219","POJUCA","BA"
"17/31 - CRISOPOLIS","RUA 12 DE MARCO, Nº 84 PREDIO DA PREFEITURA","CENTRO",,"(77) 99866-6185 VIVO","CRISOPOLIS","BA"
"15/50 - CONSELHEIRO MAIRINCK","RUA MARIA SOUZA, S/N  CONSELHEIRO MAIRINCK-PR, CEP-86480-000","CENTRO",,"43-35611134","CONSELHEIRO MAIRINCK","PR"
"17/51 - CANSANCAO","RUA DOIS DE JULHO, 16","CENTRO",,"(75)991342966","CANSANCAO","BA"
"17/116 - ANGUERA","RUA CAPITÃO JOSE MARQUES DE LIMA","CENTRO","44670000","75 3239-6542 98127-2095","ANGUERA","BA"
"17/129 - SANTO ESTEVAO","PRAÇA  07 DE SETEMBRO,Nº548","CENTRO","44190000","75 3245-2641 98238-7474","SANTO ESTEVAO","BA"
"19/6 - BARRA DOS COQUEIROS","AV MOISES GOMES PEREIRA Nº 16","CENTRO","49140000","32621274","BARRA DOS COQUEIROS","SE"
"15/55 - SANTANA DO ITARARE","PÇA. FREI MATIAS DE GÊNOVA, 184. SANTANA DO ITARARE / PR -CEP 84970000","CENTRO",,"43 - 35261458","SANTANA DO ITARARE","PR"
"15/65 - CAMBARA","AVENIDA BRASIL Nº 1082  - CEP 86390-000","CENTRO",,"(43) 3532-4183","CAMBARA","PR"
"15/66 - RIBEIRAO CLARO","RUA OSVALDO AMARAL DE OLIVEIRA, 555 - CENTRO","CENTRO",,"43 35361300","RIBEIRAO CLARO","PR"
"16/120 - CURITIBANOS","AV. LIONS, 672 (RODOVIÁRIA - 2º PISO) ¿ CAIXA POSTAL NR 34","CENTRO",,"32412165","CURITIBANOS","SC"
"16/248 - VARGEM","RUA BENJAMIM MARGOTTI, 261","CENTRO","89638000","4935413353","VARGEM","SC"
"16/256 - PONTE ALTA DO NORTE","RUA TRINTA DE MARCO, 189, CP 019, CENTRO, CEP: 89535-000 - PONTE ALTA ","CENTRO",,"32541265","PONTE ALTA DO NORTE","SC"
"15/211 - ATALAIA","RUA CURITIBA Nº 635","CENTRO",,"443254-1719","ATALAIA","PR"
"15/192 - CAFEARA","AV. BRASIL, 188","CENTRO","86640000","36251013","CAFEARA","PR"
"15/18 - FLORESTA","AV. GETULIO VARGAS, 2355","CENTRO",,"44-32361222","FLORESTA","PR"
"15/19 - FLORIDA","R SAO PEDRO, 443","CENTRO",,"(44) 3257-1212","FLORIDA","PR"
"15/196 - NOSSA SENHORA DAS GRACAS","PÇA DEP. NILSON BATISTA RIBAS FERREIRA, 131 - NOSSA SRA DAS GRAÇAS","CENTRO  -   CEP 86680000",,"44-3312-1231","NOSSA SENHORA DAS GRACAS","PR"
"15/197 - SANTO INACIO","R MARCELINO ALVES ALCANTARA, 133","CENTRO",,"33521222","SANTO INACIO","PR"
"15/27 - SANTA FE","AVENIDA PRESIDENTE KENNEDY, 530 TERM. RODOVIÁRIO","CENTRO",,"4432473085","SANTA FE","PR"
"15/184 - PORTO AMAZONAS","R CONRADO BHUER, 42","CENTRO","84140000","32561574","PORTO AMAZONAS","PR"
"17/2 - MATA DE SAO JOAO","RUA LUIZ ANTONIO GARCEZ, S/Nº","CENTRO",,"36351310","MATA DE SAO JOAO","BA"
"17/9 - SALINAS DA MARGARIDA","RUA SÃO CRISTÓVÃO, S/Nº","CENTRO",,"7536591727/71999362399","SALINAS DA MARGARIDA","BA"
"17/17 - MARAGOGIPE","RUA MANOEL PEREIRA GUEDES, S/N - NÚCLEO DE ASSISTÊNCIA SOCIAL","LADEIRA DA LAJE",," (75) 3526-1509","MARAGOGIPE","BA"
"17/19 - SAO FELIX",".",".",,"34252914","SAO FELIX","BA"
"17/43 - CANDEIAS","PRAÇA IRMÃ DULCE (SAC)","CENTRO","43800000","36015379","CANDEIAS","BA"
"17/44 - SAO FRANCISCO DO CONDE","RUA RAIMUNDO SANTANA RIBEIRO, S/Nº","ANEXO COMPLEXO POLICIAL -CENTRO","43900000","71 3651-8600","SAO FRANCISCO DO CONDE","BA"
"17/110 - IACU","RUA COPACABANA, Nº 179 ¿ ADMINISTRATIVO MUNICIPAL","CENTRO","46860000","75 3325-3034 3325-2175","IACU","BA"
"17/117 - BAIXA GRANDE","AV DOIS DE JULHO  S/NR","CENTRO",,"(74) 3258-1249 99968-9435","BAIXA GRANDE","BA"
"17/131 - TANQUINHO","RUA ANA SILVA, NR 86","CENTRO","44160000","75 98164-6298","TANQUINHO","BA"
"17/133 - ITABERABA","AV, RIO BRANCO, NR 182 A","CENTRO","46880-00","75 3251-1925 99132-8936","ITABERABA","BA"
"17/198 - MARCIONILIO SOUZA","AVENIDA CORONEL JUCA MEDRADO, S/NR","CENTRO","46780000","75 3340-2120 99120-7478","MARCIONILIO SOUZA","BA"
"21/108 - POCAO","TRV FRANCISCO DUARTE  CEP 55240000","CENTRO",,"3834-1454","POCAO","PE"
"17/160 - CURACA","RUA CORONEL MILITÃO GONÇALVES TORRES S/Nº   POSTO DE ATEND AO CIDADÃO","CENTRO",,"35311741","CURACA","BA"
"21/115 - ITAIBA","PRAÇA FRANCISCO MARTINS, S/N","CENTRO",,"3849-1137","ITAIBA","PE"
"15/151 - RESERVA","RUA BENJAMIM CONSTANT, 578","CENTRO","84320000","(42) 32762963","RESERVA","PR"
"27/8 - ARAIOSES","RUA 7 DE SETEMBRO, S/N","CENTRO","65570000","(98)988261138","ARAIOSES","MA"
"27/32 - COELHO NETO","RUA SANTO ANTONIO, S/Nº","CENTRO",,"98987756994// ","COELHO NETO","MA"
"27/34 - COROATA","RUA DO SOL, 540","CENTRO",,"04199981450814","COROATA","MA"
"27/99 - SANTA QUITERIA MARANHAO","RUA HERMELINDA PEDROSA, S/N - CENTRO DA CIDADANIA","CENTRO",,"98 87031","SANTA QUITERIA DO MARANHAO","MA"
"27/117 - TIMBIRAS","PRAÇA VEREADOR CÍCERO FELIX, Nº02","CENTRO",,"99 982070487","TIMBIRAS","MA"
"10/65 - SANANDUVA","AVENIDA FIORENTINO BACCHI 673","CENTRO",,"(54) 33431266 / 999730133","SANANDUVA","RS"
"11/72 - CRUZEIRO DA FORTALEZA","RUA 13 DE MAIO, 158","CENTRO","38735000","38351295","CRUZEIRO DA FORTALEZA","MG"
"11/213 - RIO PARANAIBA","RUA CAP. FRANKLIN DE CASTRO, 1.065","NOVO RIO","38810000","34-38553459","RIO PARANAIBA","MG"
"24/31 - CURRAIS NOVOS","RUA TEOTONIO FREIRE S/N","CENTRO","59380000","34052735","CURRAIS NOVOS","RN"
"10/172 - SENADOR SALGADO FILHO","RUA E, 225","CENTRO",,"36141196","SENADOR SALGADO FILHO","RS"
"24/34 - EQUADOR","RUA JOSE MARCELINO DE OLIVEIRA 100","DINARTE MARIZ - CEP 59.355-000",,"84988668140","EQUADOR","RN"
"24/61 - JUCURUTU","RUA BENJAMIM CONSTANTE Nº 130",".CENTRO  CEP 59330 000",,"84 99686 2440","JUCURUTU","RN"
"16/17 - ITAPEMA","RUA 230 Nº 498 CASA DA CIDADANIA - EXP: 08:00 AS 14:00","MEIA PRAIA","88220000","47 3267-1428","ITAPEMA","SC"
"16/19 - PORTO BELO","R JOÃO VANDERLINO GUERREIRO,590","PEREQUE",,"33699358","PORTO BELO","SC"
"16/263 - CAPAO ALTO","RUA JOAO VIEIRA DE OLIVEIRA, NR 500","CENTRO","88548000","32372000","CAPAO ALTO","SC"
"16/265 - PAINEL","60","CENTRO","88543000","49 32350034","PAINEL","SC"
"11/147 - LUZ","RUA ANTONIO GOMES DE MACEDO, 837",".CENTRO",,"34213308","LUZ","MG"
"14/198 - ITAPUI","PRAÇA GOVERNADOR PEDRO DE TOLEDO, 80","CENTRO",,"14-36648040","ITAPUI","SP"
"7/354 - VALPARAIS DO GOIAS","QUADRA 02 CASA 02 ETAPA A ","VALPARAÍSO 1",,"61 3627 6184","VALPARAISO DE GOIAS","GO"
"99/47 - SUECIA - EMBAIXADA EM ESTOCOLMO","ODENGATAN 3","ESTOCOLMO","11424",,"EXTERIOR","KK"
"17/211 - LAPAO","AVENIDA NOVE DE MAIO ","CENTRO",,"74 3657-1410 99966-5943","LAPAO","BA"
"17/242 - ITAGUACU DA BAHIA","praça ney alves de carvalho ,centro adm","CENTRO","47440000","74-3644-1081","ITAGUACU DA BAHIA","BA"
"17/86 - BARRO ALTO","RUA MIGUEL MARQUES DE ALMEIDA, 139 - PREFEITURA MUNICIPAL","CENTRO",,"74 3629-1114 99984-6063","BARRO ALTO","BA"
"17/98 - MORRO DO CHAPEU","RUA CORONEL DIAS COELHO, Nº 108","CENTRO","44850000","(74)3653-1054/2918/98809-1910","MORRO DO CHAPEU","BA"
"17/181 - CENTRAL","PRAÇA JOSÉ DE CASTRO DOURADO, Nº  22","CENTRO","44940000","74-99979-9957","CENTRAL","BA"
"17/189 - JUSSARA","PRAÇA MÁXIMO GUEDES, S/Nº","CENTRO",,"74 3647-1029 98111-0444","JUSSARA","BA"
"17/192 - PRESIDENTE DUTRA","AVENIDA SÃO GABRIEL, Nº  276 - PREFEITURA MUNICIPAL","CENTRO",,"74 3640-1011 98821-3148","PRESIDENTE DUTRA","BA"
"15/165 - GENERAL CARNEIRO","AV. PRESIDENTE GETULIO VARGAS, 235 SALA 01 ESTACAO RODOVIARIA","CENTRO",,"42-988847712","GENERAL CARNEIRO","PR"
"15/153 - CLEVELANDIA","R. Sete de Setembro, s/nº","Praça João Pessoa, (Anexo a rodoviária)",,"(46) 3252-2662","CLEVELANDIA","PR"
"15/155 - CORONEL VIVIDA","Rua XV De Novembro, nº147, CEP 85550-000","Centro",,"(46) 3232-3086","CORONEL VIVIDA","PR"
"15/160 - SAO JOAO","RUA SAO MIGUEL 726","CENTRO","85570000","(46) 3533-1415","SAO JOAO","PR"
"15/277 - ITAPEJARA DOESTE","Av. Manoel Ribas, nº 620, CEP 85580-000","Centro",,"(46) 3526-8318","ITAPEJARA D'OESTE","PR"
"15/312 - SULINA","Av. XV de Novembro, nº 776, CEP 85565-000","Centro",,"(46) 3244-1089","SULINA","PR"
"15/384 - CORONEL DOMINGOS SOARES","Av. Araucária, nº 3120, CEP 85557-000","Centro","85557000","(46) 3254-1166","CORONEL DOMINGOS SOARES","PR"
"15/42 - PIRAQUARA","R. GETULIO VARGAS, NR 1990","CENTRO","83301600","(41)3590-3303","PIRAQUARA","PR"
"15/375 - CAMPO MAGRO","RUA ÚRSULA ERCOLE CUMIM, 86","JARDIM CECÍLIA",,"(41) 36775815","CAMPO MAGRO","PR"
"15/163 - BITURUNA","RUA ANTONIO CORADIN 62","CENTRO","84640000","4235538042","BITURUNA","PR"
"15/164 - CRUZ MACHADO","AV. VITÓRIA, 167","CENTRO",,"4235541222","CRUZ MACHADO","PR"
"15/182 - ANTONIO OLINTO","AV REINALDO MACHIAVELLI, N°202","CENTRO",,"35331222","ANTONIO OLINTO","PR"
"15/340 - CAFEZAL DO SUL","R. Espirito Santo, nº 861, CEP 87565-000","Centro",,"(44) 3655-1493","CAFEZAL DO SUL","PR"
"28/149 - BELEM (CURIO-UTINGA)","RUA UTINGA, 300  ENTRADA AV. ALMIRANTE BARROSO(FRENTE TRIB DE JUSTIÇA)","CURIÓ-UTINGA","66610010","91 98725-4070","BELEM","PA"
"15/249 - CRUZEIRO DO OESTE","R. Leopoldo Jose de souza, nº 1030, CEP 87400-000","Centro",,"(44) 3676-2778","CRUZEIRO DO OESTE","PR"
"15/262 - NOVA OLIMPIA","Av. Higienópolis, nº 853, CEP 87490-000","Centro",,"(44) 3685-1313","NOVA OLIMPIA","PR"
"15/309 - DOURADINA","Av. Barão do Rio Branco, nº 767, CEP 87485-000","Centro",,"(44) 3663-1579 / 99152-0670","DOURADINA","PR"
"15/360 - BRASILANDIA DO SUL","Av. Adão Arcangelo Dal Bem, nº 934, CEP 87595-000","Centro",,"(44) 3654-1247","BRASILANDIA DO SUL","PR"
"15/142 - QUEDAS DO IGUACU","R. Juazeiro, nº 1065, CEP 85460-000","Centro, (Anexo prefeitura municipal)",,"(46) 3532-8209","QUEDAS DO IGUACU","PR"
"15/295 - VERA CRUZ DO OESTE","Rua Rui Barbosa, nº 202, CEP 85845-000","Centro",,"(45) 99925-4042","VERA CRUZ DO OESTE","PR"
"15/383 - IMBAU",".RUA FRANCISCO S. KORTZ, 471",".SAO CRISTOVAO",,"4232788100","IMBAU","PR"
"15/150 - ORTIGUEIRA","AV. BRASIL, 1149","CENTRO","84350000","4232771089","ORTIGUEIRA","PR"
"17/71 - ARATUIPE","PRAÇA JOSÉ ALVES DA SILVA, 284","CENTRO",,"75-988903795","ARATUIPE","BA"
"17/72 - CAIRU","PRAÇA TEIXEIRA DE  FREITAS,S/N (COMPLEXO ADMINISTRATIVO)","CENTRO","45420000","36532233","CAIRU","BA"
"17/78 - MUNIZ FERREIRA","PRAÇA 30 DE JULHO, Nº 168, CENTRO, MUNIZ FERREIRA- BAHIA","CENTRO",,"75988273889","MUNIZ FERREIRA","BA"
"17/80 - NILO PECANHA","RUA RAIMUNDO BRITO, Nº 20","BAIXA FRIA",,"73998005946","NILO PECANHA","BA"
"17/106 - CASTRO ALVES","RUA BEIJAMIN CONSTANT, Nº 45  SINEBAHIA","CENTRO",,"75-983530998","CASTRO ALVES","BA"
"17/107 - CONCEICAO DO ALMEIDA","PRAÇA  EDGAR TUPINAMBA","CENTRO","44540000","36292261-(75) 98124-4465.","CONCEICAO DO ALMEIDA","BA"
"17/230 - VARZEDO","RUA CORONEL JOSÉ AUGUSTO, S/Nº","CENTRO",,"75 988657073","VARZEDO","BA"
"15/79 - SAPOPEMA","av. manoel ribas, 520","CENTRO",,"35481840","SAPOPEMA","PR"
"15/145 - TERRA ROXA","RUA FRANCISCO DE OLIVEIRA MACEDO 198","CENTRO","85990000","44 36452651","TERRA ROXA","PR"
"15/350 - VENTANIA","RUA PEDRO BUENO DE CAMARGO, 207","PALMEIRINHA (PATIO DA PREFEITURA)",,"42-32741202","VENTANIA","PR"
"23/167 - TEIXEIRA","PRAÇA  CASSIANO RODRIGUES,05","CENTRO - TEIXEIRA-PB",,"83 99188-9189","TEIXEIRA","PB"
"30/74 - ROCHEDO","RUA JOAQUIM MURTINHO, 203","CENTRO",,"67996473051","ROCHEDO","MS"
"30/88 - DEODAPOLIS","AV FRANCISCO ALVES DA SILVA, 443  (PREFEITURA MUNICIPAL)","CENTRO","79790000","34481925","DEODAPOLIS","MS"
"29/47 - SAO GABRIEL DA CACHOEIRA","AV DOM PEDRO MASSA, 340 ","CENTRO",,"(97) 991883144 - 34712319","SAO GABRIEL DA CACHOEIRA","AM"
"29/40 - NOVO ARIPUANA","AV 16 DE FEVEREIRO, Nº 73","CENTRO","69260000","(92)99370-6082","NOVO ARIPUANA","AM"
"29/23 - FONTE BOA","AV BOULEVARD ÁLVARO MAIA, Nº 260","SÃO FRANCISCO",,"97 99162 4488","FONTE BOA","AM"
"29/29 - JAPURA","Av JK S/Nr","CENTRO","69495000","92 99502 5658","JAPURA","AM"
"29/76 - UARINI","RUA CESAR AUGUSTO S/N","CENTRO",,"97 99179 8812","UARINI","AM"
"29/77 - ALVARAES","AV 7 DE SETEMBRO Nº 396","CENTRO",,"97 98803 7693","ALVARAES","AM"
"29/96 - CARAUARI","RUA ANDRÉ COSTA PEREIRA, 148","CENTRO","69500000","92 99178 2667","CARAUARI","AM"
"29/48 - SAO PAULO DE OLIVENCA","RUA PRUDENTE DE MORAIS, S/NR, SÃO JOÃO - CEP 69600-000","SÃO JOÃO",,"(97) 99174-1153","SAO PAULO DE OLIVENCA","AM"
"29/85 - TABATINGA","AV, DA AMIZADE, 1770 - CEP 69640-000","CENTRO",,"(97)  99140-7763","TABATINGA","AM"
"29/86 - AMATURA","RUA FREI PIO (PARÓQUIA SÃO CRISTOVÃO), S/NR , CENTRO - CEP 69620-000","CENTRO",,"(97) 991434159","AMATURA","AM"
"30/134 - COMODORO","RUA PINHALZINHO, 512-S, COMODORO-MT","NOVA VACARIA",,"65 99637 4250","COMODORO","MT"
"30/121 - FIGUEIROPOLIS DOESTE","RUA GOIAS, S/NR","CENTRO",,"65 32351562, 984213228","FIGUEIROPOLIS D'OESTE","MT"
"30/82 - CAMPO NOVO DOS PARECIS","AV. BRASIL, Nº 1529","CENTRO","78360000","(65) 3382 1201","CAMPO NOVO DO PARECIS","MT"
"30/123 - DENISE","AV.JULIO JOSE DE CAMPOS","CENTRO","78380000","6533421038","DENISE","MT"
"5/192 - MOTUCA","RUA JOAO FERREIRA DA SILVA,516","CENTRO","14835000","33481690","MOTUCA","SP"
"30/175 - ALTO BOA VISTA","RUA SEVERIANO LUIZ DAS NEVES, 565 ESQ. COM AV PLANALTO","CENTRO","78665000","84018443","ALTO BOA VISTA","MT"
"2/375 - PONTO BELO","RUA IBICARAI S/N","VILA NOVA","29885000","37571045","PONTO BELO","ES"
"20/102 - PARICONHA AL","RUA CÍCERO TEIXEIRA LIMA, 05","CENTRO",,"(82)98127-9455","PARICONHA","AL"
"99/187 - ESLOVENIA - EMBAIXADA EM LIUBLIANA","KONGRESNI TRG 3",,"1000","0038612442400","EXTERIOR","KK"
"20/8 - BELEM","RUA DO COMÉRCIO S/N°","CENTRO","57630000","991060809","BELEM","AL"
"7/349 - AGUAS LINDAS DE GOIAS","QUADRA 30 LOTE 26/1 - AVENIDA JK","JARDIM BRASILIA","72910000","36134536","AGUAS LINDAS DE GOIAS","GO"
"7/227 - SAO DOMINGOS","SEDE DA PREFEITURA MINICIPAL - PRAÇA DAS FLORES, S/N.","CENTRO",,"34251516","SAO DOMINGOS","GO"
"26/44 - FRONTEIRAS","RUA DR. CLOVIS MOTA DOS REIS, SN","MUTIRÃO",,"(89)999841148/981373264>Secret","FRONTEIRAS","PI"
"7/71 - COUTO DE MAGALHAES","AVENIDA LARGO SANTOS DUMONT, 311","CENTRO",,"984190511","COUTO MAGALHAES","TO"
"7/266 - INDIARA","Rua Dona Gercina de almeida  QD:10 LT:2/8","Setor Sao simao ",,"(64)35471157","INDIARA","GO"
"30/127 - RESERVA DO CABACAL","AV  MATO GROSSO, 221","CENTRO","78290000",,"RESERVA DO CABACAL","MT"
"30/113 - SALTO DO CEU","AV PEDRO PEDROSSIAN, S/Nº","CENTRO",,"65 32331299, 999121930","SALTO DO CEU","MT"
"19/42 - MURIBECA","RUA JACKSON DE FIGUEIREDO, S/Nº","CENTRO","49780000","33421215","MURIBECA","SE"
"19/52 - PIRAMBU","RUA ELPÍDIO PEREIRA, Nº 47 - PROX A PRAÇA DE EVENTOS","CENTRO",,,"PIRAMBU","SE"
"19/56 - PROPRIA","AV GRACCHO CARDOSO, 580  ( PRÉDIO DO ANTIGO FÓRUM )","CENTRO",,"79 999641252","PROPRIA","SE"
"11/301 - VARJAO DE MINAS","AV. JOVINO MARIANO GOMES,Nº 1177 (SALA 05)  VARJAO DE MINAS - MG","CENTRO","38794000","34 999618479","VARJAO DE MINAS","MG"
"17/252 - GLORIA","AVENIDA PRESIDENTE GEISEL,48","CENTRO","48620000","36562139 75 991123472","GLORIA","BA"
"5/126 - TABATINGA","TRAVESSA SANTA MARIA, Nº 252","CENTRO","14910000","33851904","TABATINGA","SP"
"27/165 - BERNARDO DO MEARIM","AV. MANOEL MARTINS, S/Nº - CENTRO","CENTRO","65.729-0","(99) 84351006","BERNARDO DO MEARIM","MA"
"27/178 - SATUBINHA","PRAÇA DO MARTINS, Nº 94 ¿ CENTRO","CENTRO","65.709-0","36831065","SATUBINHA","MA"
"27/166 - CAPINZAL DO NORTE","AV GÔNEGO ALTEREDO S/N°","CENTRO",,"991092620","CAPINZAL DO NORTE","MA"
"28/132 - BREJO GRANDE DO ARAGUAIA","AV 13 DE MAIO, SN","CENTRO - PREDIO DA PREFEITURA",,"94 992449009","BREJO GRANDE DO ARAGUAIA","PA"
"28/154 - GOIANESIA DO PARA","RUA PEDRO SOARES DE OLIVEIRA S/N","COLEGIAL (PRÉDIO DA PREFEITURA)",,"94 992782305","GOIANESIA DO PARA","PA"
"28/163 - PICARRA","RUA PAULO FONTELES,  75","CENTRO","68575000","94-3422-1309","PICARRA","PA"
"15/369 - MERCEDES","R. Doutor Osvaldo Cruz, nº 555, CEP 85998-000","Centro",,"(45) 3256-8016","MERCEDES","PR"
"2/53 - MAGE","RUA PAULO MAURICIO DOS SANTOS, S/Nº","CANAL","25900000","21987599829","MAGE","RJ"
"28/166 - GARRAFAO DO NORTE","RUA LUIZ EDUARDO MAGALHÃES S N","DAS PEDRINHAS",,"91 98427-7855","GARRAFAO DO NORTE","PA"
"28/13 - BAIAO","PRAÇA SANTO ANTÔNIO, 199","CENTRO",,"91988229106","BAIAO","PA"
"28/23 - CAMETA","RUA FREI CRISTOVÃO LISBOA, 1053","CENTRO",,"91982052645","CAMETA","PA"
"28/84 - SAO SEBASTIAO DA BOA VISTA","PRAÇA LAURO SODRÉ Nº 6","CENTRO","68820000","91 991812857","SAO SEBASTIAO DA BOA VISTA","PA"
"28/145 - SITIO NOVO DO TOCANTIS","AV TOCANTINS, S/N","CENTRO","77940000","34461430","SITIO NOVO DO TOCANTINS","TO"
"99/207 - PALESTINA - ESCRITORIO DE REPRESENTACAO EM RAMALA","AL BIREH",,,,"EXTERIOR","KK"
"11/340 - MIRAVANIA","RUA MARCOS PEREIRA VIANA FILHO S/Nº","CENTRO",,"36158122","MIRAVANIA","MG"
